position_id,date,actor_type,actor_id,actor_name_zh,source_type,source_ref,stance_axis_id,stance_position,stance_label,position_text_zh,related_pi,related_articles,ingest_date
AP-nhrc-2022-012,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 12 題）中文回應： 一、NHRC 於獨立評估意見中提到，雖然衛生福利部表示對於身心障礙福利機構、 住宿型老人福利機構及護理之家均有無預警檢查機制，藉以瞭解機構是否對 於服務對象施以不適宜的限制或身體約束，但仍未能遏止身心障礙機構或矯 正機構的暴力虐待事件。如：2021 年發生苗栗縣的私立德芳教養院拘禁毆 打自閉症院生致死、高雄市立民生醫院附設住宿長照機構老人被照顧服務實 習生以膠帶封嘴事件、宜蘭特殊教育學校教師長期將腦性麻痺學生午休時間 獨留於語言治療室，癲癇發作喪命等情；亦有矯正機關對精神障礙者的知能 不足，監獄管理員誤認精神障礙者違抗管理規範，而予單獨監禁，致身心狀 態惡化致死。以上事件均涉及《CRPD》、《公民與政治權利國際公約》、《禁 止酷刑及其他殘忍不人道或有辱人格之待遇或處罰公約》。 二、NHRC 嚴正呼籲，現行定期評鑑及無預警查核機制，不足以遏止機構內暴力 虐待事件，不論是身心障礙福利機構、住宿型長照老人機構、監獄或隔離式 特殊教育學校，仍不定期傳出身心障礙者被不人道對待及虐待事件，部分身 心障礙者因表達能力不佳，俟發現後均已造成不可挽回之遺憾。主管機關應 就機構內部管理措施、通報機制，以及工作人員專業知能提升研擬相關對策， 也應對評鑑不佳機構研擬退場機制，保障身心障礙者權益。,PI-06,A15,2026-05-01
AP-nhrc-2022-013,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 13 題）中文回應： 一、政府未積極發展身心障礙者受暴保護扶助與服務措施，對於不同障礙類別身 心障礙者之受暴情形及特殊需求，亦未見提出保障人權之具體策略。 二、衛生福利部針對一般護理之家、住宿型老人福利機構及身心障礙福利機構等 實施每年 1 至 2 次之無預警檢查，礙於現有人力，無法普遍性實施，採抽選 部分縣市及部分立案機構之方式進行，檢查涵蓋範圍有限，無法全面確保機 構對於服務對象未有不適宜的活動限制與身體約束。 三、《禁止酷刑及其他殘忍不人道或有辱人格之待遇或處罰公約及其任擇議定 書施行法》草案第 5 條規定，監察院國家人權委員會應建立專責之酷刑防制 機制，然草案尚未立法通過。NHRC 為發掘人權侵害問題，成立防制酷刑執 行專案小組，並完成「2021 年度國家防制酷刑機制訪視試行計畫」 ，針對矯 正學校、少年觀護所及兒少安置機構進行實地訪視，並特別關注訪視場所身 心障礙者處境。NHRC 另決議啟動「兒少安置機構及校園性侵」系統性訪查 研究，徵募曾於兒童、青少年時期，在機構或是校園遭受性侵害的受害者加 入訪談，探究社會、文化、制度等結構性問題，提出改善建議，以防止剝削、 暴力及虐待事件，強化保障人權。,PI-14,A16,2026-05-01
AP-nhrc-2022-014,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 14 題）中文回應： 衛生福利部於 2022 年 1 月 14 日公告《優生保健法》草案，現正廣徵各界意 見。現行草案將名稱修正為《生育保健法》、以及刪除精神疾病列為孕前檢 查之項目等以符《CRPD》之精神。惟修正草案第 8 條人工流產， 「受監護或 輔助宣告之人實施人工流產，應得監護人或輔助人之同意……。但監護人或 輔助人不同意者，受監護人或輔助宣告之人得聲請法院儘速裁定免除該同意」 以及第 9 條結紮手術， 「受監護或輔助宣告之人，依其意願實施時應得監護 人或輔助人之同意」 ，未符《CRPD》第 1 號一般性意見，不得以身心障礙為 由，否定其法律能力或第 12 條所規定的其他任何權利，國家應尊重身心障 礙者本人意願之規範。NHRC 重申，國家仍應關注身心障礙者非自願性的人 工流產或絕育手術之問題，並提出有效策略。,PI-06,A17,2026-05-01
AP-nhrc-2022-015,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 15 題）中文回應： 一、《身心障礙者權益保障法》第 16 條規定，身心障礙者之人格及合法權益， 應受尊重及保障，對其居住、遷徙等權益，不得有歧視之對待。NHRC 於獨 立評估意見第 82 點指出，我國現行《入出國及移民法》第 18 條規定對於患 有精神疾病或其他疾病之外國人，得禁止其入國，NHRC 認為其認定標準不 明確，亦違反《CRPD》第 18 條。此外， 《入出國及移民法》第 38-1 條規定， 外國人有精神障礙或罹患疾病，因收容將影響其治療或有危害生命之虞，或 因身心障礙致不能自理生活者，得不暫予收容。NHRC 關注上開《入出國及 移民法》相關規定，除違反《CRPD》第 18 條，亦涉及《身心障礙者權益保 障法》第 16 條對身心障礙者居住及遷徙權益之歧視，然並未列入 CRPD 法 規及行政措施檢視清單。《CRPD》第二次國家報告第 136 點雖表示「已於 《入出國及移民法》修正草案刪除精神疾病等文字，於 2019 年 3 月經行政 院審查通過，將持續積極推動修法事宜」 ，但 2021 年 12 月 21 日《入出國及 移民法》修法，其中第 18 條及第 38-1 條雖有修正，係因應內政部移民署於 2015 年更名，僅修改主管機關名稱，對於涉及違反公約之條文內容，仍未修 改。 二、《CRPD》第二次國家報告第 134 點表示《國籍法》規定，我國國籍之取得 以屬人主義為主、屬地主義為輔，無分男女、宗教、種族、階級、黨派、出 生地、身心障礙，均可取得我國國籍。然《國籍法》第 3 條規定，外國人或 無國籍人，現於我國領域內有住所得申請歸化，其具備要件包括「有相當之 財產或專業技能，足以自立，或生活保障無虞」。NHRC 於獨立評估意見第 83 點指出， 《國籍法》對於外國人或無國籍人申請歸化我國國籍之要件，有 否造成身心障礙者之限制。,PI-06,A18,2026-05-01
AP-nhrc-2022-016,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 16 題）中文回應： 一、NHRC 於獨立評估意見中提到，身心障礙者對於個人助理服務、居家服務員 的需求，分別由社政、勞政、教育及衛政等不同單位處理，使得服務歷程被 片斷切割並欠缺連貫性。從中央社會福利主管機關衛生福利部的說明可知， 因身心障礙者支持系統涉及各部會權責，須依各自權責規劃辦理，NHRC 擔 憂部會間欠缺充分協調合作機制，未能將身心障礙者視為一個完整的主體， 且開案時數評估各縣市政府不一，未有障礙團體參與，缺乏透明流程及申訴 管道。 二、此外，現行身心障礙者的福利服務需求評估方式，係讓身心障礙者自行勾選， 使得申請結果多集中在經濟補助或較多人知悉的輔具、復康巴士等服務，但 社區自立生活與發展的支持服務項目，明顯偏低。探究其因，係因服務需求 被低估，或完成需求評估後，卻仍有須付費、申請程序繁雜、服務量能不足 等原因，造成有需求者無法使用服務。在身心障礙者的個人照顧上，相關專 業人員所提供服務易以自身判斷為主，忽略身心障礙者需求，未能尊重身心 障礙者自我決定。 三、NHRC 發現國家在自立生活支持服務財源不穩定，目前以公益彩券回饋金為 主，可能因財源困難、遭其他用途項目排擠或每年主軸計畫不同等中斷或縮 減服務，因非正式公務預算，無法確保經費符合穩定，難以保障身心障礙者 自立生活支持服務。 四、NHRC 認為，政府以長照服務發展基金獎助機構住宿式服務，並截至 2020 年底，核准設置 16 家住宿式長照機構。衛生福利部雖認為先應著力於住宿 型機構服務方法的轉型，增加住民自主機會及自我決定的支持服務，調整機 構服務模式，並建立身心障礙者由機構回歸社區式服務的機制，於 2020 年 訂定「身心障礙福利機構融合社區之調適計畫」；但 2 年僅有 4 個地方政府 申請辦理。NHRC 建議國家應訂定中長程計畫，確保身心障礙者可選擇居住 地點、方式及同住者，並推廣自立生活，增加社區型服務經費；亦規劃期程， 提供身心障礙者適當支持，協助其居住並積極參與社區。 五、NHRC 已於獨立評估意見提到，現行「身心障礙者輔具費用補助基準表」補 助方式以舊制的身心障礙類別作為區分，並以醫療鑑定的障礙程度為導向， 例如：電動輪椅項目的補助對象，限於重度以上肢體障礙者或多重障礙者。 惟輔具的補助，應考量活動參與限制、環境障礙及個別化需求評估結果。 六、衛生福利部於 2021 年 11 月 22 日公告「身心障礙者輔具費用補助辦法」修 正草案及「身心障礙者輔具費用補助基準表」，其中將部分輔具限縮補助種 類、降低補助金額以及將使用年限延長等修正內容，與身心障礙者使用輔具 之經驗及物價上漲趨勢並不符合。如電動輪椅是障礙者重要的代步工具，修 正草案將使用年限延長至 8 年，身心障礙者在頻繁使用的狀態下，不論對電 動輪椅本身或者內建電池，均會造成一定耗損亦可能發生危險，且未考量正 處於生長發育期之身心障礙兒童，須因應身形變化而更換適合輔具。,PI-11,A19,2026-05-01
AP-nhrc-2022-017,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 17 題）中文回應： 一、目前在《身心障礙者輔具費用補助辦法》中，係以補助輔具為主，未提供維 修費用之補助。經查，目前僅 1 直轄市提供輔具維修補助經費，以協助身心 障礙者延長輔具使用年限，提升輔具功能。主管機關目前對於輔具補助經費， 認為目前在最低使用年限及保固期限內，身心障礙者應足以自行負擔維護或 調整費；經函請中央主管機關衛生福利部說明如何評估障礙者足以負擔相關 費用等，該部係以資源有限為其優先考量，而非著眼於身心障礙者實際需求。 在輔具補助上以此立場，後端輔具的維修、維護的負擔，目前未見有積極對 策。 二、《身心障礙者輔具費用補助辦法》訂有輔具補助每人每 2 年度以補助 4 項為 原則，倘有需求，可專案申請。NHRC 進一步發現，所謂專案申請僅集中少 數縣市，大多數縣市案量極少甚無案件，因此國家對於身心障礙者個人可取 得的輔具數量設有限制及部分負擔規定，使得許多障礙者無法因此受惠。此 外，對於生長發育期之身心障礙孩童，2 年補助 4 項輔具，係限縮其更換輔 具的次數，身心障礙孩童可能先選擇不適宜的輔具，或者自費更換，增加家 庭經濟的負擔。NHRC 建議國家不論是《CRPD》或第 5 號一般性意見，均 強調身心障礙者可在社區自立生活的前提，須有可負擔且優質的輔具、用品、 輔助科技等為前提。在輔具的補助規劃，應從身心障礙者需求為考量及規劃 並與時俱進修正相關規定。 三、國家於 2019 年修正《身心障礙者報考汽車及機車駕駛執照處理要點》 ，讓部 分肢體障礙者亦可報考大型重型機車駕照；並在 2020 年修正《道路交通安 全規則》放寬可控制之癲癇者考領駕駛執照。惟在道路交通安全規則第 52- 2 條， 「針對年滿 75 歲長者換照時，以汽車駕駛人認知功能測驗或檢附無患 有中度以上失智症證明文件換發」，惟失智症患者缺乏的是自我監控的能力 而非認知能力缺損，此規範未能解決失智者駕駛可能造成交通事件。NHRC 樂見國家逐步放寬對身心障礙考取駕駛執照之限制，惟《CRPD》所強調的 係身心障礙者應與一般人享有同樣權利，且駕駛執照之取得，應回歸駕駛人 是否具備道路駕駛之能力，而非以身心障礙者為前提，限制考照之資格。,PI-08,A20,2026-05-01
AP-nhrc-2022-018,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 18 題）中文回應： 一、NHRC 於獨立評估意見關注身心障礙者在政府機關提供的電話專線，缺乏手 語視訊翻譯平臺讓聽覺障礙者可以無障礙的享有溝通環境。此項技術在國外 已發展多年，聽覺障礙者可藉由視訊與手語翻譯員溝通，並請手語翻譯員協 助翻譯。NHRC 呼籲，我國目前已有民間業者提供此項服務，但針對公部門 設立的相關諮詢專線（如孕產婦免付費關懷專線、全國家庭教育諮詢專線、 自殺防治專線等），因欠缺視訊及手語翻譯的平臺，致聽覺障礙者無法即時 平等的獲得諮詢服務。 二、NHRC 從監察院調查報告可知，目前金融單位執行現況未有統一標準，致使 身心障礙者無所適從。金管會應與衛福部、身心障礙團體討論，擬訂身心障 礙者到金融機構合理調整指引，以利金融機構遵循，金融機構亦可導入科技 設備或輔具，例如錄音、攝影設備、點字版及平板電腦等，讓未能以口語溝 通形式表達者，亦符合 CRPD 所稱之合理調整及必要性協助；保險的部分， 身心障礙者之投保率遠低於一般民眾，國家應進行調查追蹤，檢視障礙者相 較於非障礙者的差異情況。 三、NHRC 於獨立評估意見中指出，取得無障礙認證的四級機關占比未及 7 成。 進一步探究，在《各級機關機構學校網站無障礙檢測及認證標章核發辦法》 規定中，各機關服務網站的無障礙功能由各級政府及其附屬機關學校自行檢 測，並向國家通訊傳播委員會辦理註冊，而國家通訊傳播委員會辦理無障礙 稽核時，得有身心障礙者參與。但國家通訊傳播委員會網站，未公告的相關 稽核資料。NHRC 認為，主管機關應有積極輔導措施協助機構有效取得無障 礙認證，協助身心障礙者可以更有效能的獲取公共公開資訊，並公告稽核結 果。 四、在《身心障礙者權益保障法》規定，各級政府、學校所建置之網站，應通過 第一優先等級以上之無障礙檢測，並取得認證標章，但對私部門並未有強制 規範。NHRC 在獨立評估意見已點出此現象，並從 2016 至 2019 的數據發 現，私部門相較公部門在無障礙認證標章的取得，不論是在申請件數、申請 比率、人工檢測比率、認證通過比率均較低，國家通訊傳播委員會應該要主 動積極推動民間企業對無障礙網站的重視，並協同目的事業主管機關督請民 間企業積極推動，尤其提供公眾服務者，如：金融、醫療、交通、文教、購 物、育樂等提供公眾服務者民間企業網站，優先取得無障礙檢測。 五、Covid-19 發生之初，政府欠缺身心障礙影響評估機制，在訂定防疫規定時， 因未有障礙者的參與而未考量身心障礙者多重弱勢處境與特殊需求，因此在 防疫措施上未因應不同障別進行合理調整。此外，身心障礙者或者其照顧者 確診或隔離時，亦未見相關的因應配套措施及指引參照。雖然目前中央疫情 指揮中心防疫記者會已配有手語翻譯，但在防疫相關的網路的宣傳圖卡對於 視覺障礙者、心智障礙者仍有閱讀上的困難。另外預約疫苗需使用的「全民 健保行動快易通-健康存摺」及中南部地區的公車 APP 亦尚未取得無障礙標 章（截至 2022 年 5 月 31 日）。,PI-06,A21,2026-05-01
AP-nhrc-2022-019,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 19 題）中文回應： 一、《精神衛生法》第 25 條第 1 項規定，精神醫療機構非因病人病情或醫療需 要，不得予以限制住院病人之隱私、自由通訊及會客權利。惟醫療機構精神 病房仍有因病情或醫療需要禁止病人攜帶 3C 產品，與《CRPD》第 22 條： 「身心障礙者其隱私、家庭、家居與通信及其他形式之通訊傳播，不得受到 任意或非法干擾……締約國應在與其他人平等基礎上保障身心障礙者之個 人、健康與復健資料之隱私。」明顯不符。NHRC 認為衛生福利部應確實督 導，針對部分醫療機構精神病房違反《精神衛生法》規定者，提出改善建議， 倘醫院無法證明使用手機對影響病情，一律禁止攜帶或使用手機已違反 《CRPD》。 二、NHRC 獨立評估意見第 100 點，關注媒體報導精神障礙者或疑似精神障礙者 事件時，會將其個人基本資訊、就醫及用藥情形一併揭露，侵害身心障礙者 個人隱私權甚鉅。NHRC 檢視衛生福利部 2022 年 1 月 13 日公布《精神衛生 法》修正草案，針對各類傳播媒體，增訂未經法院裁判釐清案件前，不得指 涉該法律事件為當事人疾病之原因，減少對於精神疾病患者汙名化或歧視性 描述（修正草案第 37 條及第 79 條）；惟《精神衛生法》中在當事人個人隱 私，例如家庭資訊、用藥狀況、就醫情形等則尚未見規範媒體、醫事人員、 警消人員等規範不得引用或報導。,PI-06,A22,2026-05-01
AP-nhrc-2022-020,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 20 題）中文回應： 一、NHRC 獨立評估意見提到，從監察院的調查可知，主管機關在身心障礙者的 婚姻、生育輔導服務需求，相關服務及教育資訊極少，針對親職、婚前與婚 姻的教育及諮商輔導，亦未重視障礙者的個別差異及特殊需求，社區支持措 施不足。身心障礙者生育保健協助，又著重在精神障礙者及智能障礙者的避 孕措施，是為對身心障礙者的歧視。國家對於身心障礙者接受節育調節措施 的實際情形，尙缺乏完整的統計資料，對於身心障礙者非自願的絕育手術而 被剝奪生育權益的情況未有統計數字，中央主管機關衛生福利部亦未提出有 效對策。 二、在初次國家報告結論性意見提到，國家應提供適當支持，以確保身心障礙父 母及養父母得以善盡親職及養育子女，並教育社會服務專業人員了解身心障 礙父母的權利及能力。NHRC 在獨立評估意見關切，2016 年至 2019 年身心 障礙兒童家外安置及出養人數占比，均高於身心障礙兒童占兒童人口之比率， 此外，發展遲緩與疾病、身心障礙之兒童跨國境出養比例高，顯示國家在身 心障礙兒童家庭生活權利的保障，未能提供充分的資源、協助及支持，以確 保身心障礙兒童得以在原生家庭環境中成長與發展，不與父母分離。,PI-11,A23,2026-05-01
AP-nhrc-2022-021,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 21 題）中文回應： 一、NHRC 在獨立評估意見中提到，國家在融合教育的推動上尚未有完整的中長 程計畫，且在教育實務上對融合(inclusion)的概念與統合(integration)混淆，誤 認將身心障礙者安置在現有的主流教育中即是融合。國家在學前教育與終身 學習推動融合教育之進度嚴重落後，學前教育階段，身心障礙學生多遭其他 家長排拒；終身教育階段，NHRC 建議教育部鼓勵社區大學招收身心障礙學 生，並因應不同障別的需求提供合理調整。而高級中等學校身心障礙學生中 途離校比率、大專校院身心障礙學生休學比率皆高於非身心障礙學生的現象， 讓 NHRC 關切，在融合教育的推動是否只流於教室空間的融合，造成身心 障礙學生就學的困境。 二、教育部推動融合教育的作法係從掌管特殊教育的單位推動，而使得融合教育 從特殊教育教師或身心障礙學生單方面推動，衍生更多因不理解身心障礙學 生而產生的抗拒。然而，融合教育最關鍵的角色，其實是普通班教師（導師 及專業科目老師）、同儕及學校行政人員。NHRC 建議，國家應從師資培育 的養成開始，不論是否為特殊教育教師均應對障礙學生具備基礎的認識、應 對的策略及班級經營技巧，此外應進行行政組織變革、課程與教學方法的調 整、輔導策略、專業支持、無障礙等結構性的系統改革及配套，才能真正落 實《CRPD》保障身心障礙學生之意旨。 三、在融合教育的推動上，須有其他支持服務一併納入，以普通班教師的特殊教 育知能為例，雖然國家已要求普通班教師每年須完成 3 小時研習時數，但實 務上大多虛應故事，甚至每年課程內容都規劃一致，對於增進教師在特殊教 育認知助益有限。此外，普通班教師對於融合教育的概念易混淆，甚至遇有 情緒行為問題之學生，會在學生通過特殊教育鑑定後即認為學生所有事務均 由特教老師處理，未能及時進行調整，致學生嚴重影響班級秩序時，造成同 儕或家長抗議，已對雙方造成更大傷害。對於情緒行為問題學生可採行之行 為功能介入方案(Individualized Functional Behavior Plans)方式，在教育現場 也常被忽略，或者推動過程中僅依靠特教教師，校園行政團隊合作不力，而 使成效不佳，部分嚴重情緒障礙學生甚至因此被迫轉學。 四、2019 年推動的十二年國民基本教育課程綱要，將身心障礙學生區分為學習 功能輕微缺損、學習功能嚴重缺損進行課程調整，推動時因以身心障礙學生 為對象，培育課程調整種子教師時普通教育教師意願低落。通用學習設計的 概念，是採用多元的教學方法，讓所有人都能使用、學習，此與課程調整、 差異化教學的概念相近。中央主管機關應進一步瞭解課程調整推動不力的原 因，建議從主責普通教育單位推動，落實課程教學，對象應為所有學習者。 五、教育實務現場，普通班教師或學校行政人員對於合理調整的知能不足，認為 教育措施（如管理措施、評量方式等）應具有「公平性」，因此身心障礙學 生應與其他學生遵守同樣規範，此為合理調整落實的困難之處。NHRC 認為， 中央與地方教育主管機關，應確保各級學校及教育人員對於合理調整有正確 的認知，在與其他人平等的基礎上，針對身心障礙學生的需求進行合理調整， 並撰擬合理調整參考指引，輔以案例說明，提升第一線教育人員（含教師、 學校教職工）合理調整的知能。 六、NHRC 於獨立評估意見中指出，特殊教育助理人員包含教師助理員及特教學 生助理人員。實務上兩者混用狀況普遍，且地方政府基於資源分配及經費考 量，服務時數的核定不足，學校因此要求家長陪讀或請外籍看護照顧學生之 情形。NHRC 認為，協助人力服務時數不足，並非中央,"PI-12,PI-13,PI-14,PI-10","A24,GC4",2026-05-01
AP-nhrc-2022-022,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,"（NHRC 對 LOI 第 22 題）中文回應： 一、NHRC 認為與身心障礙者就醫需求最為密切的診所，尚未能全面符合無障礙 要求。衛生福利部雖以「西醫基層總額品質保證保留款實施方案」訂定獎勵 指標，鼓勵診所建置友善就醫環境，然成效尚屬有限。2021 年 12 月 20 日 衛生福利部預告《醫療機構設置標準》修正草案，規範新制上路後設立之診 所須符合無障礙規定，但卻引起醫事團體疑慮並要求暫緩實施。NHRC 強調 無障礙就醫環境是《CRPD》締約國的義務，而非選擇性的友善作為，除了 醫療院所的建築物理環境需要符合無障礙規範外，醫療檢查與治療設備應為 通用設計，醫藥資訊及醫院網站等軟體服務，亦應有可近性設計，以保障身 心障礙者平等享有醫療服務。NHRC 對於《醫療機構設置標準》修正草案表 達肯定，並建議衛生福利部推動友善就醫認證，鼓勵醫療院所積極建置無障 礙就醫環境及流程服務。此外，醫事人員養成教育應納入《CRPD》相關課 程，醫事從業人員每年則應接受有關《CRPD》及協助身心障礙者就醫的在 職訓練。 二、政府於 1993 年發表我國第一本《衛生白皮書》，2009 年 5 月以延長國人健 康餘命，促進健康平等，達成全民健康為目標，發表《2020 健康國民白皮 書》，2016 年 1 月另發布《2025 衛生福利政策白皮書》 ，規劃我國至 2025 年 衛生福利施政藍圖，追求「共享生活幸福平等，全人全程安心健康」目標之 決心。政府雖有訂定健康白皮書並強調健康平等權，然 NHRC 認為政府擘 畫國家層級健康政策，應將障礙議題納入考量，使障礙議題成為主流政策， 訂定之政策目標須能實質提升身心障礙者健康，避免流於形式。 三、2020 年 1 月至 12 月我國新收入監收容人計有 32,547 人，經篩選為疑似精神 病者、領有身心障礙手冊或證明、精神科醫師診斷者，安排轉介精神科評估 診治人次計有 5,657 名，占比約 17.4%。法務部於 2021 年 4 月 19 日發布《矯 正機關對身心障礙收容人合理調整參考指引》，敘明訂定指引目的係因「身 心障礙收容人在矯正機關內相較無身心障礙之收容人更是需要資源，方能迅 速適應」，並就身心障礙收容人之教化、作業、監禁、接見及通信、給養、 醫療等，提供合理調整之具體例示。NHRC 認為《矯正機關對身心障礙收容 人合理調整參考指引》發布已逾 1 年，法務部對於所屬監獄、技能訓練所、 矯正學校、看守所、少年觀護所及戒治所應進行調查，以瞭解《矯正機關對 身心障礙收容人合理調整參考指引》執行落實情形，進而提供身心障礙收容 人適切服務。",PI-16,A25,2026-05-01
AP-nhrc-2022-023,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 23 題）中文回應： 一、適應訓練及復健服務是支持身心障礙者自立生活、融合社區的主要基礎。然 《身心障礙者輔具費用補助辦法》及《身心障礙者醫療復健費用及醫療輔具 補助辦法》皆規定，補助對象須領有身心障礙證明。NHRC 認為相關規定對 於中途發生障礙、於醫療院所診治出院，但尚未取得身心障礙證明者，即無 法享有復健服務補助，未能符合《CRPD》精神。 二、依據衛生福利部 2016 年《身心障礙者生活狀況及需求調查報告》指出，身 心障礙者需要接受復健治療的項目，以物理治療比率最高，占 80.75%，其次 為職能治療占 29.07%，再次為語言治療占 12.82%。NHRC 強調適應訓練及 復健服務應採取人權取向的障礙觀點，不能僅偏重醫療模式，然現行政策將 適應訓練及復健服務視為照顧服務的一部份，而非以重返社會生活為目標， 政策缺乏整體目標且未能社區化。NHRC 建議政府以涵蓋健康、教育、生活 保 障 、 社 會 需 求 、 充 權 等 要 素 的 「 社 區 導 向 復 健 」 (community based rehabilitation)，多面向的提供綜合性適應訓練和復健服務，包含生活重建、 職業重建、心理重建、居家復健、輔具服務等，並以社區為基礎提供適應訓 練及復健服務，增加服務的可近性，提供身心障礙者自立生活所需的知識及 技能。 三、衛生福利部 2016 年《身心障礙者生活狀況及需求調查報告》另指出，針對 身心障礙者復健治療使用情形，身心障礙者表示需要接受復健治療者，尚有 36.58%未接受定期治療。NHRC 關注需要接受復健治療之身心障礙者有超過 1/3 未定期接受復健治療，無法促進身心障礙者自立生活及社區融合。,PI-06,A26,2026-05-01
AP-nhrc-2022-024,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 24 題）中文回應： 一、勞動部 2019 年「身心障礙者勞動狀況調查」指出，2019 年身心障礙者勞動 力參與率為 20.7%，2016 年身心障礙者勞動力參與率為 20.4%。另依據衛生 福利部 2016 年《身心障礙者生活狀況及需求調查報告》 ，身心障礙者最主要 收入來源為「政府補助或津貼」、占 31.8%。相較於全國平均勞動力參與率 約 57%，NHRC 關注身心障礙者勞動力參與率明顯偏低且就業率成長緩慢， 致身心障礙者主要收入來源仰賴政府補助或津貼。前揭勞動部調查另指出， 身心障礙失業者有 87.2%希望接受僱用，NHRC 建議政府應加強身心障礙者 職務再設計、提供支持性就業服務計畫及職場合理調整，以提高身心障礙者 勞動參與情形。 二、我國《身心障礙者權益保障法》部分條文修正草案雖已納入合理調整相對應 條文，惟迄今尚未函送立法院審議，迄今未將拒絕合理調整即構成歧視入法。 NHRC 於獨立評估意見 119 點指出，由於職場合理調整需要不同障礙類別的 案例累積，NHRC 建議勞動部提早著手進行以降低對勞雇雙方的衝擊。 三、《CRPD》第 5 條、第 27 條及《就業服務法》第 5 條皆訂定禁止基於身心障 礙歧視之規定，NHRC 於獨立評估意見 124 點指出，依據勞動部 2019 年身 心障礙者勞動狀況調查，身心障礙受僱者認為在工作場所因身心障礙身分而 受到不公平待遇占 9.0%；身心障礙失業者近 2 年在找工作或面試時，因為 身心障礙問題遇到不平等的對待占 39.3%，然 2019 年各地方勞動行政主管 機關受理有關身心障礙歧視申訴案件僅有 28 案，但實際上存在因舉證困難 而未能提出申訴的案件（例如：雇主一旦知道求職者為精神障礙者時，不是 藉故表示已無職缺或以無適合職位等為由拒絕僱用），往往難以舉證並構成 就業歧視，因此經評議歧視成立案件僅有 2 件。此亦凸顯政府對於障礙者在 各方面遭受歧視狀況，迄今欠缺明確定義，致難以認定。NHRC 認為身心障 礙就業歧視案件之申訴與歧視成立情形，與前述勞動狀況調查有明顯落差， 建議勞動行政主管機關應進一步審視是否存有身心障礙者進行就業歧視通 報之阻礙，及身心障礙就業歧視認定判斷之落差。,PI-09,A27,2026-05-01
